reaction_id,reaction_name,matched_mnxr,source,model_used,timestamp,prompt_hash,raw_response,candidates,ec_numbers
R446,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,daf4ef75,NONE,no_candidates,
R475,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,ac790548,NONE,no_candidates,
R1255,MIPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,891187a8,NONE,no_candidates,
R2163,mannosylinositol phosphorylceramide C (C26)_C56H110NO18P transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d1a49ad5,NONE,no_candidates,
R2209,Indole_3_acetonitrile transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,15930d10,NONE,no_candidates,
R1843,1-acyl-sn-gylcerol-3-phosphate acyltransferase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,5ffee45e,NONE,no_candidates,
R1759,DGPP phosphatase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,6aa405d1,NONE,"MNXR191366,MNXR191367",
R1668,"oleoyl-CoA transport, cytoplasm-mitochondrial membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,ea3730af,NONE,no_candidates,
R1478,fatty acyl-CoA transport via ABC system (C24:0),MNXR188323,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,037ee83e,MNXR188323,"MNXR188323,MNXR102870,MNXR153054,MNXR180401,MNXR106400,MNXR135146,MNXR180404,MNXR96123,MNXR123954,MNXR154818",
R1193,isoamylol exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,863ddfcf,NONE,no_candidates,
R2160,mannosylinositol phosphorylceramide C (C24)_C54H106NO18P transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,2ec0045d,NONE,no_candidates,
R1358,water diffusion,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,fc023cad,NONE,no_candidates,
R1688,"zymosteryl palmitoleate transport, ER membrane-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,fdc52bae,NONE,no_candidates,
R2107,UDP-N-acetyl-alpha-D-glucosamine transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,f24c9e30,NONE,no_candidates,
R1183,IPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a6405349,NONE,no_candidates,
R453,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,34473c9b,NONE,"MNXR100776,MNXR101576,MNXR145612,MNXR195409,MNXR195410,MNXR195413",
R1271,NMN transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,f2e457a8,NONE,no_candidates,
R1706,"phosphatidylethanolamine transport, ER membrane-cytoplasm",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,534b8a8f,NONE,no_candidates,
R1362,water diffusion,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,85add38b,NONE,no_candidates,
R1773,diacylglycerol pyrophosphate phosphatase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,37fc02ea,NONE,no_candidates,
R1710,yeast 8 biomass pseudoreaction,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,08dd620e,NONE,no_candidates,
R1123,myristate (n-C14:0) transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,e265ba98,NONE,no_candidates,
R1722,PGP phosphatase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,de7f45b3,NONE,no_candidates,
R1720,DAG kinase,MNXR113341,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,bd5296cb,MNXR113341,"MNXR188539,MNXR201941,MNXR188503,MNXR202234,MNXR96876,MNXR105119,MNXR113250,MNXR113251,MNXR113341,MNXR113980",
R585,nucleoside diphosphatase,MNXR188497,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,83a59cdb,MNXR188497,"MNXR188497,MNXR105120,MNXR188974,MNXR105119,MNXR105121,MNXR105122,MNXR105123,MNXR105124,MNXR135054,MNXR189008",
R1479,fatty acyl-CoA transport via ABC system (C26:0),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,46798419,NONE,"MNXR102870,MNXR153054,MNXR180401,MNXR106400,MNXR135146,MNXR180404,MNXR96123,MNXR123954,MNXR154818,MNXR135053",
R583,nucleoside diphosphatase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,9c1e31e6,NONE,MNXR201803,
R352,glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,0a6fa635,NONE,no_candidates,
R1304,pyridoxamine phosphatase,MNXR100763,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,f6556523,MNXR100763,"MNXR100763,MNXR103357,MNXR206484",
R455,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b22fba91,NONE,"MNXR100776,MNXR101576,MNXR145612,MNXR195409,MNXR195410,MNXR195413",
R2135,AC-CoA transport,MNXR154189,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,8abf999c,MNXR154189,"MNXR135489,MNXR185094,MNXR190523,MNXR154189,MNXR163528,MNXR163529,MNXR177478",
R1024,bicarbonate formation,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,851b6899,NONE,MNXR179308,
R2046,Reaction,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,4731ff86,NONE,no_candidates,
R940,water diffusion,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b205111c,NONE,no_candidates,
R1788,"1-acylglycerophosphocholine transport, ER membrane-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,265d38f3,NONE,no_candidates,
R460,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,50e22794,NONE,no_candidates,
R2018,Gly-Asp exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,8055dda0,NONE,no_candidates,
R1570,"myristate transport, cytoplasm-ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,0c41e4f5,NONE,no_candidates,
R1774,diacylglycerol pyrophosphate phosphatase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,2413de0a,NONE,no_candidates,
R1491,acyl-CoA oxidase (docosanoyl-CoA),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b7767e2b,NONE,"MNXR135484,MNXR158925,MNXR162735,MNXR96455,MNXR100492,MNXR113960,MNXR119151,MNXR119678,MNXR184695,MNXR120372",
R268,dihydroceramidase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,53568301,NONE,no_candidates,
R2083,3-Methylcrotonyl-CoA transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,39aebb93,NONE,no_candidates,
R2084,3-Methylbutanoyl-CoA transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,3106e693,NONE,no_candidates,
R257,D-sorbitol dehydrogenase (D-fructose producing),MNXR197767,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,9dc18c89,MNXR197767,"MNXR197720,MNXR197767",
R105,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:fecosterol), ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b7f6d0ec,NONE,no_candidates,
R1816,inositolphosphotransferase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,fcda1931,NONE,no_candidates,
R960,2-isopropylmalate exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,85cea83b,NONE,no_candidates,
R1562,"fecosteryl ester hydrolase (18:1), lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,92007b30,NONE,no_candidates,
R1463,"fatty-acid--CoA ligase (cerotic acid), cell envelope",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,37808cb6,NONE,"MNXR145807,MNXR145808,MNXR180405,MNXR175414,MNXR175728,MNXR178215,MNXR180423,MNXR182563,MNXR184459",
R1881,dodecane transport e--c,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,45ba0eea,NONE,no_candidates,
R1675,"cerotic acid transport, ER membrane-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,08809567,NONE,no_candidates,
R934,thiamine transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,27edf0f7,NONE,no_candidates,
R1445,"fatty-acid--CoA ligase (dodecanoate), ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,642319c9,NONE,"MNXR145807,MNXR145808,MNXR180405,MNXR175414,MNXR175728,MNXR178215,MNXR180423,MNXR182563,MNXR184459",
R937,uridine transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,f26d17bc,NONE,no_candidates,
R1394,B-ketoacyl-ACP synthase (acetoacetyl-ACP),MNXR207105,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b3a026e9,MNXR207105,"MNXR207105,MNXR205868",
R1975,2-oxoadipate dehydrogenase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,395cd67a,NONE,"MNXR159808,MNXR107239,MNXR190426",
R2056,L-lysine transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,8bbe1299,NONE,no_candidates,
R1483,peroxisomal acyl-CoA thioesterase (4:0),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,776a2b97,NONE,no_candidates,
R1776,"diglyceride transport, cytoplasm-ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a0aa0c1b,NONE,no_candidates,
R862,inositol transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,3d0dd195,NONE,no_candidates,
R1643,"sn-glycero-3-phosphocholine transport, cell envelope-cytoplasm",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,8f8ef98c,NONE,no_candidates,
R427,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,47a5109a,NONE,no_candidates,
R1751,PI 4-P phosphatase,MNXR163432,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,8b140848,MNXR163432,"MNXR163432,MNXR189793,MNXR189810",
R1780,"1-phosphatidyl-1D-myo-inositol 4-phosphate transport, cell envelope-cytoplasm",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,ed70eb6b,NONE,no_candidates,
R1574,"oleate transport, cytoplasm-ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a6349e9e,NONE,no_candidates,
R1861,decane transport e--c,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,abc2b60e,NONE,no_candidates,
R1819,inositolphosphotransferase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,9818c444,NONE,no_candidates,
R1681,"ergosteryl oleate transport, ER membrane-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,de5d11cf,NONE,no_candidates,
R1063,D-arabinose transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,60143f26,NONE,no_candidates,
R1187,IPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,6c39dbe3,NONE,no_candidates,
R452,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,f78f789d,NONE,"MNXR100776,MNXR101576,MNXR145612,MNXR195409,MNXR195410,MNXR195413",
R1490,acyl-CoA oxidase (icosanoyl-CoA),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,cedefd1c,NONE,"MNXR135484,MNXR158925,MNXR162735,MNXR96455",
R1635,"docosanoyl-CoA transport, lipid particle-cytoplasm",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,ffdc64f9,NONE,no_candidates,
R444,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,3379ea19,NONE,no_candidates,
R1461,"fatty-acid--CoA ligase (behenate), cell envelope",MNXR157272,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,58cd1ff7,MNXR157272,"MNXR145807,MNXR145808,MNXR180405,MNXR157272,MNXR175414,MNXR175728,MNXR178215,MNXR180423,MNXR182563,MNXR184459",
R1401,3-hydroxyacyl-thioester dehydratase (trans-hex-2-enoyl-ACP),MNXR137213,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a54359df,MNXR137213,"MNXR137213,MNXR158176",
R431,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,2e8f8b88,NONE,no_candidates,
R1395,B-ketoacyl-ACP synthase (3-oxo-hexanoyl-ACP),MNXR168062,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,3d149022,MNXR168062,"MNXR168062,MNXR168142",
R887,"L-leucine transport, vacuoluar",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,e83501b8,NONE,no_candidates,
R1724,MLCL:PC acyltransferase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,8b80c518,NONE,no_candidates,
R2277,D-Limonene transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,977d8690,NONE,no_candidates,
R1497,acyl-CoA oxidase (cis-hexadec-7-enoyl-CoA),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,1b47a697,NONE,"MNXR135484,MNXR158925,MNXR162735,MNXR96455,MNXR100492,MNXR113960,MNXR119151,MNXR119678,MNXR184695,MNXR120372",
xPOOL_FA_MM,Fatty acids pool,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,30297032,NONE,no_candidates,
R2272,hexadecane exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b74fd826,NONE,no_candidates,
R454,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,39ac672b,NONE,"MNXR100776,MNXR101576,MNXR145612,MNXR195409,MNXR195410,MNXR195413",
R1272,NMN transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,81626504,NONE,no_candidates,
R1662,"carbon dioxide transport, cytoplasm-Golgi membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,dd3f2d2d,NONE,no_candidates,
R1236,laurate exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,0ccff8a3,NONE,no_candidates,
R1585,"hexacosanoyl-CoA transport, cytoplasm-ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,05af4563,NONE,no_candidates,
R2058,glyoxylate/hydroxypyruvate reductase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,dec1d278,NONE,no_candidates,
R1475,fatty acyl-CoA transport via ABC system (C18:1),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,7976efe3,NONE,"MNXR102870,MNXR153054,MNXR180401,MNXR106400,MNXR135146,MNXR180404,MNXR96123,MNXR123954,MNXR154818,MNXR135053",
R1057,complex sphingolipid transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,9a054981,NONE,no_candidates,
R1261,MIPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,ff1bd9ee,NONE,no_candidates,
R827,ceramide-2' (sphinganine:n-C26:0OH) transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,ab593fee,NONE,no_candidates,
R1782,"diglyceride transport, nucleus-cytoplasm",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,5ba97324,NONE,no_candidates,
R464,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,89b39f6b,NONE,no_candidates,
R2165,Triacyglycerol synthesis,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d0ef6abe,NONE,no_candidates,
R1814,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate transport, vacuolar membrane-cell envelope",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,7fbd0c6b,NONE,no_candidates,
R466,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,094500dd,NONE,no_candidates,
R1781,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate transport, nucleus-cytoplasm",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,da406b6f,NONE,no_candidates,
R2156,mannosylinositol phosphorylceramide B (C26)_C56H110NO17P transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,e0268697,NONE,no_candidates,
R1165,hexacosanoyl-CoA transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d4802bcd,NONE,no_candidates,
R471,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,e2f50edd,NONE,no_candidates,
R1238,M(IP)2C transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,6ec6128b,NONE,no_candidates,
R353,glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,dc13dbcd,NONE,no_candidates,
R1808,"phosphatidyl-L-serine transport, ER membrane-cell envelope",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,161fdcc3,NONE,no_candidates,
R812,8-Amino-7-oxononanoate transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,1dd48130,NONE,no_candidates,
R1669,"palmitate transport, mitochondrial membrane-cytoplasm",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d5a51b05,NONE,no_candidates,
R1871,"fatty-acid--CoA ligase (octadecadienoate), lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,c4e5bdc6,NONE,"MNXR137208,MNXR188563,MNXR163357,MNXR182661,MNXR182662,MNXR182663,MNXR145807,MNXR145808,MNXR180405,MNXR191018",
R448,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,f798833f,NONE,no_candidates,
xPOOL_AC_LP,Acyl-CoAs pool,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,56251fd4,NONE,no_candidates,
R1802,"phosphatidyl-L-serine transport, ER membrane-vacuolar membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,5cf330a7,NONE,no_candidates,
R1371,lipid pseudoreaction,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,9575ee12,NONE,no_candidates,
R1438,butyrate exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,f541a42d,NONE,no_candidates,
R472,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,2363e8d3,NONE,no_candidates,
R1972,3-methylcrotonyl-CoA carboxylase,MNXR198833,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b3096903,MNXR198833,"MNXR198833,MNXR96227,MNXR114256,MNXR133671,MNXR186756,MNXR102391,MNXR103680,MNXR105149,MNXR109600,MNXR111053",
R1087,deoxycytidine transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,ae120902,NONE,no_candidates,
R474,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,456fe566,NONE,no_candidates,
R480,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,0e4f1e95,NONE,"MNXR101563,MNXR101567,MNXR108101,MNXR121927,MNXR145611,MNXR159687,MNXR195408,MNXR195411,MNXR195412",
R1484,peroxisomal acyl-CoA thioesterase (6:0),MNXR190992,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,93c0e6f8,MNXR190992,"MNXR190992,MNXR188245,MNXR135810,MNXR189291",
R1825,IPC synthase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,4bb32701,NONE,no_candidates,
R1457,"fatty-acid--CoA ligase (hexadecenoate), peroxisome",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a87f9311,NONE,"MNXR145807,MNXR145808,MNXR180405,MNXR175414,MNXR175728,MNXR178215,MNXR180423,MNXR182563,MNXR184459",
R909,ornithine transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,57efc40b,NONE,no_candidates,
R1834,IPC synthase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,9b4c3f53,NONE,no_candidates,
R451,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,1b3a6d43,NONE,"MNXR100776,MNXR101576,MNXR145612,MNXR195409,MNXR195410,MNXR195413",
R2005,3-oxalomalate(3-) exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,84d53db0,NONE,no_candidates,
R1761,"lysoPA phosphatase, vacuolar membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,62eb5d88,NONE,no_candidates,
R735,spontaneous cis-aconitate(3-) to trans-aconitate,MNXR95382,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,6eb9fd51,MNXR95382,MNXR95382,
R1985,Palatinose hydrolase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,32b79e80,NONE,"MNXR135463,MNXR197792,MNXR146419,MNXR197812",
R1830,IPC synthase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,379fedb0,NONE,no_candidates,
R1582,"icosanoyl-CoA transport, cytoplasm-ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,56da56d1,NONE,no_candidates,
R1329,stearate exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d511e2f8,NONE,no_candidates,
R1344,thiazole phosphate synthesis (xylulose 5-phosphate),MNXR146550,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d633ba45,MNXR146550,"MNXR146550,MNXR144674,MNXR146549,MNXR123288,MNXR134353,MNXR152931",
R1616,"hexadecanoate (n-C16:0) transport, cytoplasm-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a423c3e2,NONE,no_candidates,
R482,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,c15e7ae9,NONE,"MNXR101563,MNXR101567,MNXR108101,MNXR121927,MNXR145611,MNXR159687,MNXR195408,MNXR195411,MNXR195412",
R2269,Acetate transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,c8ceb416,NONE,no_candidates,
R2057,UDP-D-galactose transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,15f78849,NONE,no_candidates,
R930,sulfate uniport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,5470639b,NONE,no_candidates,
R2040,proline transport (vacuole),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b5f7f438,NONE,no_candidates,
R1298,potassium exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,64a11114,NONE,no_candidates,
R1567,"zymosteryl ester hydrolase (16:1), cell envelope",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,7559041e,NONE,no_candidates,
R1275,O-acetylcarnintine transport into mitochondria,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,c7a6af35,NONE,no_candidates,
R1399,3-oxoacyl-ACP reductase (3-hydroxyoctanoyl-ACP),MNXR168067,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,cd596be5,MNXR168067,"MNXR137225,MNXR168067,MNXR137233,MNXR205772",
R461,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,8455857f,NONE,no_candidates,
R436,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,e4fda3d6,NONE,no_candidates,
R1492,acyl-CoA oxidase (tetracosanoyl-CoA),MNXR158612,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,9c3b9aee,MNXR158612,"MNXR158612,MNXR135484,MNXR158925,MNXR162735,MNXR96455,MNXR100492,MNXR113960,MNXR119151,MNXR119678,MNXR184695",
R704,ribonucleoside-triphosphate reductase (GTP),MNXR179559,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,af0dc0f1,MNXR179559,MNXR179559,
R888,"L-leucine transport, vacuoluar",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,ef1e1a17,NONE,no_candidates,
R1799,"phosphatidylethanolamine transport, Golgi membrane-ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,58188570,NONE,no_candidates,
