metabolite_id,name,candidate_formula,is_lipid,verdict,authoritative_formula,source_url,confidence,note
m1518[C_cy],icosanoyl-CoA_,C41H73N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1498[C_en],icosanoyl-CoA_,C41H73N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1711[C_go],inositol-P-ceramide A-(C24)_,C48H96NO11P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1712[C_go],inositol-P-ceramide A-(C26)_,C50H100NO11P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1707[C_go],inositol-P-ceramide B'-(C24)_,C48H96NO12P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1708[C_go],inositol-P-ceramide B'-(C26)_,C50H100NO12P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1713[C_go],inositol-P-ceramide B-(C24)_,C48H96NO12P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1714[C_go],inositol-P-ceramide B-(C26)_,C50H100NO12P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1709[C_go],inositol-P-ceramide C-(C24)_,C48H96NO13P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1710[C_go],inositol-P-ceramide C-(C26)_,C50H100NO13P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1715[C_go],inositol-P-ceramide D-(C24)_,C48H96NO14P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1716[C_go],inositol-P-ceramide D-(C26)_,C50H100NO14P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m2057[C_cy],m2057[C_cy],C26H45N7O17P3S,no,needs_review,,,inferred,no opened source; plausible by structure
m2058[C_cy],m2058[C_cy],C26H45N7O17P3S,no,needs_review,,,inferred,no opened source; plausible by structure
m2059[C_cy],m2059[C_cy],C26H47N7O18P3S,no,needs_review,,,inferred,no opened source; plausible by structure
m2060[C_cy],m2060[C_cy],C26H45N7O18P3S,no,needs_review,,,inferred,no opened source; plausible by structure
m1806[C_ex],monobutyrate_,C7H13O4,no,needs_review,,,inferred,no opened source; plausible by structure
m1654[C_mm],monolysocardiolipin_,C63H119O16P2,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m496[C_cy],"myo-inositol 1,3,4,5,6-pentakisphosphate",C6H11O21P5,no,needs_review,,,inferred,no opened source; plausible by structure
m656[C_nu],"myo-inositol 1,3,4,5,6-pentakisphosphate",C6H16O21P5,no,needs_review,,,inferred,no opened source; plausible by structure
m1720[C_cy],nicotinate D-ribonucleoside,C11H14NO6,no,needs_review,,,inferred,no opened source; plausible by structure
m514[C_pe],octadec-9-ynoyl-CoA_,C39H74N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1934[C_cy],omega-hydroxy-decanoate,C10H20O3,no,needs_review,,,inferred,no opened source; plausible by structure
m1938[C_cy],omega-hydroxy-dodecanoate,C12H24O3,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1942[C_cy],omega-hydroxy-hexadecanoate,C16H32O3,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1935[C_cy],omega-oxo-decanoate,C10H17O3,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1939[C_cy],omega-oxo-dodecanoate,C12H21O3,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1943[C_cy],omega-oxo-hexadecanoate,C16H29O3,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m378[C_em],phosphatidate,C39H73O8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1705[C_lp],phosphatidate,C39H73O8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1993[C_cy],phosphatidate,C39H73O8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1675[C_en],phosphatidate,C39H74O8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m383[C_mm],phosphatidate,C39H73O8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1688[C_gm],phosphatidate,C39H73O8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1686[C_vm],phosphatidate,C39H73O8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1396[C_cy],phosphatidyl-L-serine_C8H11NO10PR2,C23H47NO7P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m872[C_gm],phosphatidyl-L-serine_C8H11NO10PR2,C23H47NO7P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1631[C_em],phosphatidyl-L-serine_C8H11NO10PR2,C23H47NO7P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m868[C_mm],phosphatidyl-L-serine_C8H11NO10PR2,C23H47NO7P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m875[C_vm],phosphatidyl-L-serine_C8H11NO10PR2,C23H47NO7P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1665[C_en],phosphatidyl-L-serine_C8H11NO10PR2,C23H47NO7P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1719[C_em],"phosphatidyl-N,N-dimethylethanolamine_C8H11NO10PR2",C43H82NO8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1717[C_em],phosphatidyl-N-methylethanolamine,C42H80NO8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1894[C_go],phosphatidylcholine,C44H87NO8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1632[C_em],phosphatidylcholine_C10H18NO8PR2,C44H84NO8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1659[C_en],phosphatidylcholine_C10H18NO8PR2,C44H87NO8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1701[C_lp],phosphatidylcholine_C10H18NO8PR2,C44H87NO8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m791[C_mm],phosphatidylcholine_C10H18NO8PR2,C44H84NO8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1397[C_cy],phosphatidylcholine_C10H18NO8PR2,C44H87NO8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1633[C_em],phosphatidylethanolamine_C7H12NO8PR2,C41H78NO8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1662[C_en],phosphatidylethanolamine_C7H12NO8PR2,C41H80NO8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1700[C_lp],phosphatidylethanolamine_C7H12NO8PR2,C41H78NO8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m870[C_mm],phosphatidylethanolamine_C7H12NO8PR2,C41H78NO8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m877[C_vm],phosphatidylethanolamine_C7H12NO8PR2,C41H78NO8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1398[C_cy],phosphatidylethanolamine_C7H12NO8PR2,C41H80NO8P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m874[C_gm],phosphatidylethanolamine_C7H12NO8PR2,C22H48NO5P,yes,needs_review,,,inferred,PE group is C41-42/O8; this row is C22H48NO5P (lyso-sized) outlier
m1650[C_mm],phosphatidylglycerol,C42H81O10P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1875[C_cy],propionyl-CoA,C24H39N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1647[C_em],sn-2-acyl-1-lysophosphatidylinositol_,C27H52O12P,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1536[C_pe],"trans-2,cis-5-dodecadienoyl-CoA_",C33H52N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1541[C_pe],"trans-2,cis-5-tetradecadienoyl-CoA_",C35H56N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1539[C_pe],"trans-2,cis-7-hexadecadienoyl-CoA_",C37H61N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1534[C_pe],"trans-2,cis-7-tetradecadienoyl-CoA_",C35H57N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1532[C_pe],"trans-2,cis-9-hexadecadienoyl-CoA_",C37H62N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1537[C_pe],"trans-2,cis-9-octadecadienoyl-CoA_",C39H66N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1577[C_pe],"trans-2,trans-4-dodecadienoyl-CoA_",C33H50N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1578[C_pe],"trans-2,trans-4-tetradecadienoyl-CoA_",C35H54N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1573[C_pe],"trans-3,cis-5-dodecadienoyl-CoA_",C33H50N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1575[C_pe],"trans-3,cis-5-tetradecadienoyl-CoA_",C35H54N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1526[C_pe],trans-but-2-enoyl-CoA_,C25H40N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1452[C_em],trans-docos-2-enoyl-CoA_,C43H76N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1530[C_pe],trans-docos-2-enoyl-CoA_,C43H76N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1574[C_pe],trans-dodec-3-enoyl-CoA_,C33H52N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1527[C_pe],trans-hex-2-enoyl-CoA_,C27H44N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1449[C_em],trans-hexadec-2-enoyl-CoA,C37H64N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1451[C_em],trans-icos-2-enoyl-CoA_,C41H72N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1529[C_pe],trans-icos-2-enoyl-CoA_,C41H72N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1528[C_pe],trans-oct-2-enoyl-CoA_,C29H48N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1453[C_em],trans-tetracos-2-enoyl-CoA_,C45H80N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1531[C_pe],trans-tetracos-2-enoyl-CoA_,C45H80N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1576[C_pe],trans-tetradec-3-enoyl-CoA_,C35H56N7O17P3S,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1634[C_em],triglyceride,C57H103O6,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1640[C_lp],triglyceride,C57H106O6,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
m1399[C_cy],triglyceride,C57H103O6,yes,needs_review,,,inferred,"engine-constructed chain-resolved lipid; mass balance code-verified, no single canonical DB formula"
